Time,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10
43200,20,21.2454619503776,21.8936069051038,22.001836127644,21.7401076926465,21.3073483737692,20.8658349297075,20.5097533914292,20.2676844229108,20.1254918123104,20.0525053209479
44100,19.8037906123096,21.0960636073182,21.8098679000732,21.9806007885547,21.7638158571478,21.3535571403447,20.9152623516484,20.5505956328504,20.295856102772,20.1421848334671,20.0611121564271
45000,19.6084214233398,20.9421640338147,21.718994760534,21.952182585773,21.7821051910681,21.3968550489363,20.96405650286,20.5922732807643,20.325428865818,20.1601954801603,20.070663731484
45900,19.4147290339516,20.7844103732714,21.6213408442665,21.9166358474412,21.7948052943193,21.436964913382,21.0119500079592,20.6346047914145,20.3563261659977,20.1795267252361,20.0812007226122
46800,19.2235428646924,20.6234670996394,21.5172908388492,21.8740490827536,21.8017732402322,21.4736242704507,21.0586764380754,20.6773997421805,20.3884593318514,20.200171839021,20.09275893331
47700,19.0356816040905,20.4600131063807,21.4072589504451,21.8245444004361,21.8028941176477,21.5065867234401,21.1039719161995,20.7204600830145,20.4217280693651,20.2221141791978,20.1053687404683
48600,18.8519497029047,20.2947387396607,21.2916869792873,21.7682767939059,21.7980814439069,21.5356231831756,21.1475766752728,20.7635814147954,20.456021048256,20.2453270694953,20.119054588668
49500,18.673133929343,20.1283427878538,21.1710422889403,21.70543329582,21.7872774490099,21.5605230046533,21.1892365637331,20.8065542859226,20.4912165638761,20.2697737652872,20.1338345367805
50400,18.5,19.9615294397049,21.045815676982,21.636232005249,21.7704532314618,21.5810950177111,21.2287044936294,20.8491654990095,20.5271832669956,20.295407503536,20.1497198604164
51300,18.3332893009412,19.795005223688,20.9165191552725,21.5609209912369,21.7476087866098,21.597168450282,21.2657418267734,20.8911994200263,20.5637809538383,20.3221716339633,20.166714712973
52200,18.1737157129738,19.6294759412383,20.7836836484586,21.4797770770229,21.7187729085933,21.6085937429743,21.3001196947288,20.9324392827038,20.6008614088948,20.3499998278652,20.1848158472711
53100,18.0219625546998,19.465643606609,20.647856619791,21.3931045097124,21.6840029673748,21.6152432539342,21.3316202487522,20.9726684814364,20.6382692932092,20.3788163606046,20.2040123990771
54000,17.8786796564404,19.3042034061187,20.5095996337194,21.3012335206713,21.6433845626846,21.6170118531896,21.3600378360991,21.0116718463233,20.6758430710308,20.4085364635041,20.2242857331517
54900,17.7444805775631,19.145840689506,20.3694858650622,21.2045187823978,21.5970310570949,21.613817405926,21.3851800994034,21.049236894361,20.7134159679249,20.4390667406126,20.2456093518796
55800,17.6199399791263,18.9912280060079,20.2280975648422,21.1033377680723,21.5450829908302,21.6056011444299,21.4068689961253,21.0851550511591,20.7508169536537,20.4703056456265,20.2679488659868
56700,17.5055911630924,18.84102219761,20.0860234931116,20.9980890204202,21.4877073813209,21.5923279287251,21.4249417353527,21.1192228378892,20.7878717433565,20.5021440141004,20.291262026369
57600,17.4019237886467,18.6958615617022,19.943856329283,20.8891903369217,21.4250969109088,21.573986396243,21.4392516295321,21.1512430185028,20.8244038107851,20.53446564598,20.3154988156125
58500,17.3093817754019,18.5563630950944,19.8021900706213,20.7770768787747,21.3574690065109,21.5505890011909,21.4496688589987,21.1810257025707,20.8602354075766,20.5671479334235,20.3406015973988
59400,17.2283614024661,18.4231198310198,19.6616174296407,20.6621992113618,21.2850648154475,21.5221719446177,21.4560811474728,21.2083893994056,20.8951885827757,20.6000625288412,20.3665053216358
60300,17.1592096115147,18.2966982803741,19.5227272411897,20.5450212842796,21.2081480820228,21.4887949965199,21.4583943469957,21.23316201943,20.929086197049,20.6330760480798,20.3931377828562
61200,17.1022225211328,18.1776359880045,19.3861018900006,20.4260183592625,21.1270039298261,21.4505412116816,21.4565329310881,21.2551818190541,20.9617529262656,20.6660508036895,20.420419929154
62100,17.0576441587903,18.0664392143869,19.2523147694156,20.305674894576,21.0419375550822,21.4075165412949,21.4504403952251,21.2742982856222,20.9930162493544,20.6988455632571,20.4482662187035
63000,17.0256654158786,17.9635807525036,19.1219277818994,20.1844823946509,20.9532728367243,21.3598493427602,21.440079564048,21.2903729592884,21.0227074155792,20.7313163278394,20.4765850207078
63900,17.0064232302842,17.8694978891649,18.9954888917888,20.0629372338992,20.8613508691933,21.307689790422,21.4254328050525,21.3032801889734,21.0506623866149,20.7633171256097,20.5052790574587
64800,17,17.7845905194119,18.8735297405289,19.9415384637742,20.7665284242678,21.2512091903409,21.4065021488233,21.3129078198594,21.0767227490436,20.7947008159172,20.5342458840551
65700,17.0064232302842,17.7092194219883,18.7565633343976,19.8207856122252,20.6691763485174,21.1905992025515,21.3833093162146,21.3191578101759,21.1007365931342,20.8253198990614,20.5633784022141
66600,17.0256654158786,17.6437047031888,18.6450818144257,19.701176484742,20.5696779032278,21.1260709745864,21.35589565321,21.3219467753341,21.1225593540122,20.8550273272007,20.5925654045293
67500,17.0576441587903,17.588324415677,18.5395543178859,19.5832049761924,20.4684270538768,21.0578541903766,21.324321974523,21.3212064577719,21.1420546115765,20.8836773119376,20.621692145463
68400,17.1022225211328,17.5433133581231,18.4404249403436,19.4673589026199,20.3658267164483,20.9861960389488,21.2886683173357,21.3168841211762,21.1590948457693,20.9111261242641,20.6506409353208
69300,17.1592096115147,17.5088620607439,18.3481108068484,19.3541178620975,20.2622869680436,20.9113601076432,21.2490336068962,21.3089428680602,21.1735621440619,20.9372328826923,20.679291753435
70200,17.2283614024661,17.4851159610343,18.2630002603862,19.2439511336178,20.1582232293949,20.8336252048566,21.2055352360239,21.2973618799804,21.1853488582783,20.9618603255587,20.7075228767803
71100,17.3093817754019,17.4721747731727,18.1854511752238,19.1373156228501,20.054054427003,20.7532841175848,21.1583085608874,21.2821365799875,21.1943582081374,20.9848755636468,20.7352115202557
72000,17.4019237886467,17.4700920537553,18.1157894022502,19.034653863402,19.9502011426993,20.6706423092854,21.1075063157332,21.263278717217,21.2005048291627,21.0061508094554,20.7622344849019
72900,17.5055911630924,17.4788749656789,18.0543073528668,18.9363920819964,19.8470837584873,20.5860165638099,21.0532979495475,21.240816373833,21.2037152628761,21.0255640796127,20.7884688103623
73800,17.6199399791263,17.4984842411451,18.0012627273872,18.8429383357091,19.7451206045332,20.4997335813597,20.9958688879248,21.2147938948444,21.2039283874624,21.0429998671305,20.8137924279573
74700,17.7444805775631,17.5288343439112,17.9568773933044,18.7546807291132,19.6447261181621,20.412128532606,20.9354197237022,21.1852717416202,21.2010957873636,21.0583497803872,20.8380848108134
75600,17.8786796564404,17.5697938300616,17.9213364181405,18.6719857188408,19.5463090216664,20.3235435772701,20.8721653401878,21.1523262702272,21.1951820605404,21.0715131459275,20.8612276175723
76500,18.0219625546998,17.6211859057245,17.8947872609444,18.5951965127068,19.4502705266563,20.2343263535987,20.8063339710653,21.1160494360129,21.1861650624101,21.0823975723807,20.8831053263003
77400,18.1737157129738,17.6827891793223,17.8773391258265,18.5246315701412,19.3570025725619,20.1448284452748,20.7381662013027,21.0765484261443,21.1740360857506,21.0909194730075,20.9036058553292
78300,18.3332893009412,17.754338605107,17.8690624802311,18.4605832102489,19.266886106759,20.055403832391,20.667913913614,21.0339452220968,21.1587999761345,21.0970045446088,20.922621167872
79200,18.5,17.83552661392,17.8699887399484,18.4033163333616,19.1802894136072,19.9664073331656,20.5958391852323,20.9883760943644,21.140475182734,21.1005882007526,20.9400478573914
80100,18.673133929343,17.9260044263132,17.8801101221557,18.3530672614662,19.0975664994831,19.8781930431122,20.5222131399418,20.9399910319259,21.1190937446126,21.1016159575011,20.9557877108292
